Год,Месяц,Подразделение,Выручка,Чистая прибыль,Операционные расходы,Активы,Обязательства,Коэффициент текущей ликвидности,Доля рынка,Количество сотрудников,Рентабельность продаж,Оборачиваемость активов,Рентабельность активов,Долговая нагрузка
2020,Июнь,Подразделение_31,1381205.98,420179.47,855981.65,521738.51,237836.94,2.63,18.74,310,30.42,2.65,80.53,45.59
2020,Июнь,Подразделение_32,1620066.66,310868.22,1231481.38,507680.31,279594.71,2.44,15.31,397,19.19,3.19,61.23,55.07
2020,Июнь,Подразделение_33,2154694.64,603286.9,1400586.02,360998.08,196031.74,1.89,14.59,329,28.0,5.97,167.12,54.3
2020,Июнь,Подразделение_34,2176238.42,471793.86,1586496.1,441243.17,196057.99,1.95,10.66,211,21.68,4.93,106.92,44.43
2020,Июнь,Подразделение_35,2100959.42,467739.29,1516285.3,346819.05,149808.53,2.54,12.41,357,22.26,6.06,134.87,43.2
2020,Июнь,Подразделение_36,2497845.3,411926.92,1982936.66,547969.86,297859.31,2.59,18.62,273,16.49,4.56,75.17,54.36
2020,Июнь,Подразделение_37,1815183.89,450416.17,1252163.68,320536.2,150266.49,3.38,16.92,219,24.81,5.66,140.52,46.88
2020,Июнь,Подразделение_38,2082446.39,445453.24,1525629.85,339123.9,173940.93,3.56,12.45,420,21.39,6.14,131.35,51.29
2020,Июнь,Подразделение_39,1806798.63,432671.54,1265959.21,274708.65,145713.27,2.15,18.46,267,23.95,6.58,157.5,53.04
2020,Июнь,Подразделение_40,1366700.56,297581.96,994723.12,313043.83,137699.18,2.95,15.01,368,21.77,4.37,95.06,43.99
2020,Июнь,Подразделение_41,1837177.02,393478.35,1345329.09,297574.23,153149.26,2.46,14.26,395,21.42,6.17,132.23,51.47
2020,Июнь,Подразделение_42,1399537.45,394182.18,906809.72,514784.96,213939.51,2.58,10.78,320,28.17,2.72,76.57,41.56
2020,Июнь,Подразделение_43,1652797.03,359393.91,1203554.64,544347.81,309663.21,2.29,15.84,316,21.74,3.04,66.02,56.89
2020,Июнь,Подразделение_44,5376459.408550599,1543563.6364084608,1335730.73,417498.16,227319.34,2.38,17.27,360,29.93,5.11,152.98,54.45
2020,Июнь,Подразделение_45,2097501.9,572448.01,1381941.88,444164.77,216889.59,3.14,11.88,347,27.29,4.72,128.88,48.83
2020,Июнь,Подразделение_46,1682835.95,485473.1,1075994.57,513031.4,250322.98,2.63,14.44,504,28.85,3.28,94.63,48.79
2020,Июнь,Подразделение_47,1608126.51,359259.97,1159051.55,228307.13,123930.86,2.34,19.65,314,22.34,7.04,157.36,54.28
2020,Июнь,Подразделение_48,1849409.27,439210.15,1300396.58,320024.25,169312.77,2.4,17.51,368,23.75,5.78,137.24,52.91
2020,Июнь,Подразделение_49,1837630.24,482459.7,1234555.61,230734.79,131443.94,2.13,12.97,356,26.25,7.96,209.1,56.97
2020,Июнь,Подразделение_50,1396958.73,372335.17,931539.76,277502.41,125601.07,3.7,15.63,213,26.65,5.03,134.17,45.26
2020,Июнь,Подразделение_51,2338319.09,615864.1,1568488.96,384748.87,225727.28,2.12,14.48,272,26.34,6.08,160.07,58.67
2020,Июнь,Подразделение_52,1604977.21,383526.38,1125569.23,442851.19,190121.08,1.94,11.48,313,23.9,3.62,86.6,42.93
2020,Июнь,Подразделение_53,1463499.5,302182.25,1085771.68,315580.37,163362.57,2.31,15.9,386,20.65,4.64,95.75,51.77
2020,Июнь,Подразделение_54,2164804.06,681510.43,1312916.02,490360.74,261950.04,2.39,17.55,265,31.48,4.41,138.98,53.42
2020,Июнь,Подразделение_55,3504439.9228586596,911438.6532211059,919611.71,513732.02,219660.59,2.2,17.38,338,27.11,2.71,73.41,42.76
2020,Июнь,Подразделение_56,2528793.66,582175.62,1801074.14,335151.2,175585.42,3.14,19.95,215,23.02,7.55,173.71,52.39
2020,Июнь,Подразделение_57,4196519.035224907,912087.8084757981,1193982.96,423527.12,180833.33,3.76,12.09,414,22.66,3.93,89.11,42.7
2020,Июнь,Подразделение_58,2115875.61,518777.66,1467403.54,519014.61,214669.54,3.54,18.12,302,24.52,4.08,99.95,41.36
2020,Июнь,Подразделение_59,1864096.67,526501.46,1205969.84,226368.46,117157.85,3.57,11.44,213,28.24,8.23,232.59,51.76
2020,Июнь,Подразделение_60,2122197.24,387253.46,1638130.4,230085.91,109751.14,3.85,19.84,357,18.25,9.22,168.31,47.7
2020,Июнь,Подразделение_61,1567950.5,329433.54,1156158.57,393890.6,196230.12,2.86,10.48,257,21.01,3.98,83.64,49.82
2020,Июнь,Подразделение_62,2217348.26,439542.12,1667920.61,507719.04,239981.64,2.42,12.52,225,19.82,4.37,86.57,47.27
2020,Июнь,Подразделение_63,1883138.05,557321.03,1186486.76,510861.04,294848.38,3.34,15.25,452,29.6,3.69,109.09,57.72
2020,Июнь,Подразделение_64,2471790.37,654227.85,1654005.55,447122.55,217077.07,3.28,14.98,314,26.47,5.53,146.32,48.55
2020,Июнь,Подразделение_65,2032138.08,472687.51,1441278.69,420748.35,185064.27,2.7,18.16,375,23.26,4.83,112.34,43.98
2020,Июнь,Подразделение_66,1376059.29,300315.18,1000665.32,367915.48,147786.31,4.15,18.95,518,21.82,3.74,81.63,40.17
2020,Июнь,Подразделение_67,1362576.78,271727.47,1022917.44,236105.33,111892.43,3.07,11.96,320,19.94,5.77,115.09,47.39
2020,Июнь,Подразделение_68,4145975.140935412,797565.7767249118,1233152.58,367941.45,187954.02,2.59,13.51,367,20.05,4.47,89.69,51.08
2020,Июнь,Подразделение_69,1963940.18,334036.7,1546394.31,335354.18,171871.05,2.45,16.94,446,17.01,5.86,99.61,51.25
2020,Июнь,Подразделение_70,1322869.39,347976.57,887898.68,422444.31,178927.31,2.58,20.01,345,26.3,3.13,82.37,42.36
2020,Июнь,Подразделение_71,2006523.05,607472.0,1247183.05,247999.62,114030.66,1.96,14.38,413,30.27,8.09,244.95,45.98
2020,Июнь,Подразделение_72,1754571.8,323651.62,1350007.28,373331.3,219348.07,1.7,11.85,434,18.45,4.7,86.69,58.75
2020,Июнь,Подразделение_73,1649899.23,388344.24,1164468.93,323461.72,147408.35,2.67,17.59,256,23.54,5.1,120.06,45.57
2020,Июнь,Подразделение_74,2071833.59,493915.11,1454439.7,506092.18,263882.53,2.75,10.95,359,23.84,4.09,97.59,52.14
2020,Июнь,Подразделение_75,2428110.16,515199.61,1784110.64,278440.77,131277.91,2.97,13.51,244,21.22,8.72,185.03,47.15
2020,Июнь,Подразделение_76,1483994.68,274734.19,1140576.95,450712.71,182076.72,2.26,14.13,472,18.51,3.29,60.96,40.4
2020,Июнь,Подразделение_77,2493777.19,571445.99,1779469.71,416942.91,180346.05,2.33,14.97,210,22.91,5.98,137.06,43.25
2020,Июнь,Подразделение_78,2437892.04,457850.28,1865579.19,438158.2,193520.66,2.53,19.12,438,18.78,5.56,104.49,44.17
2020,Июнь,Подразделение_79,2181325.95,626828.37,1397790.49,546610.17,323667.45,2.05,13.86,466,28.74,3.99,114.68,59.21
2020,Июнь,Подразделение_80,2478787.09,627155.91,1694842.2,355185.88,179523.86,2.0,13.17,232,25.3,6.98,176.57,50.54
2020,Июнь,Подразделение_81,1435810.59,241797.82,1133563.32,371575.75,215590.87,2.23,13.06,394,16.84,3.86,65.07,58.02
2020,Июнь,Подразделение_82,2570138.09,539910.7,1895249.72,471092.46,227625.94,2.32,19.23,335,21.01,5.46,114.61,48.32
2020,Июнь,Подразделение_83,2378445.18,609351.8,1616755.43,289681.6,123409.09,2.32,12.13,319,25.62,8.21,210.35,42.6
2020,Июнь,Подразделение_84,2388165.31,587972.38,1653199.83,259607.94,110195.33,3.72,15.48,280,24.62,9.2,226.48,42.45
2020,Июнь,Подразделение_85,2212711.61,414659.07,1694387.77,388025.77,172887.83,3.58,13.9,336,18.74,5.7,106.86,44.56
2020,Июнь,Подразделение_86,2550387.2,680118.43,1700239.17,282692.82,142994.61,1.96,19.39,280,26.67,9.02,240.59,50.58
2020,Июнь,Подразделение_87,2034171.67,426708.8,1500785.68,316548.3,126641.12,2.66,19.97,251,20.98,6.43,134.8,40.01
2020,Июнь,Подразделение_88,1580036.64,317781.72,1182809.5,338129.32,163929.3,2.41,14.84,319,20.11,4.67,93.98,48.48
2020,Июнь,Подразделение_89,1394139.34,399522.26,894736.51,376739.12,157570.99,3.11,15.68,224,28.66,3.7,106.05,41.82
2020,Июнь,Подразделение_90,1382035.23,360874.29,930942.36,312613.31,164151.39,2.23,17.48,291,26.11,4.42,115.44,52.51
2020,Июнь,Подразделение_91,2003155.18,487373.88,1393937.83,350608.7,154064.27,3.45,17.79,215,24.33,5.71,139.01,43.94
2020,Июнь,Подразделение_92,1782704.71,537079.22,1111355.69,444847.66,244134.91,1.8,14.5,275,30.13,4.01,120.73,54.88
2020,Июнь,Подразделение_93,3441510.0927614085,555014.8369945373,1078979.16,232903.8,138106.08,1.54,12.46,473,16.81,5.87,98.6,59.3
2020,Июнь,Подразделение_94,2466727.29,695117.27,1597830.7,253274.39,102529.41,3.3,18.37,403,28.18,9.74,274.45,40.48
2020,Июнь,Подразделение_95,5247720.147711662,1548246.786457705,1282208.06,498177.35,288593.55,2.08,14.74,394,30.75,4.18,128.59,57.93
2020,Июнь,Подразделение_96,2109582.38,497881.58,1487230.41,454413.33,243999.35,1.79,10.86,376,23.6,4.64,109.57,53.7
2020,Июнь,Подразделение_97,1336905.68,297291.26,965291.6,279902.47,157699.64,1.94,15.88,294,22.24,4.78,106.21,56.34
2020,Июнь,Подразделение_98,2454837.12,703430.95,1575548.43,453640.99,206137.97,2.83,10.57,302,28.65,5.41,155.06,45.44
2020,Июнь,Подразделение_99,1819708.24,477152.71,1223267.35,306251.14,152678.17,2.31,12.63,305,26.22,5.94,155.8,49.85
2020,Июнь,Подразделение_100,2196602.04,697603.12,1324598.14,535687.64,220606.41,2.52,17.65,460,31.76,4.1,130.23,41.18
2020,Июнь,Подразделение_101,1808276.23,572684.51,1092420.59,395762.03,198486.44,2.34,11.36,431,31.67,4.57,144.7,50.15
2020,Июнь,Подразделение_102,2566829.16,546989.19,1883092.67,437859.1,261508.27,2.35,17.8,322,21.31,5.86,124.92,59.72
2020,Июнь,Подразделение_103,1886046.83,450580.2,1322821.58,294350.11,143770.74,2.47,14.12,244,23.89,6.41,153.08,48.84
2020,Июнь,Подразделение_104,2294492.7,401331.02,1792828.93,330431.48,137118.0,3.04,11.39,388,17.49,6.94,121.46,41.5
2020,Июнь,Подразделение_105,2113111.94,443460.7,1558786.07,433709.82,239137.16,1.89,16.12,238,20.99,4.87,102.25,55.14
2020,Июнь,Подразделение_106,2201447.98,410978.33,1687725.07,222632.14,112041.3,2.96,14.62,515,18.67,9.89,184.6,50.33
2020,Июнь,Подразделение_107,2587259.19,799951.34,1587320.01,256275.24,104770.96,3.72,17.8,225,30.92,10.1,312.15,40.88
2020,Июнь,Подразделение_108,1663488.99,521047.75,1012179.3,427495.13,204048.94,2.78,16.78,339,31.32,3.89,121.88,47.73
2020,Июнь,Подразделение_109,1428700.18,263879.25,1098851.12,517862.24,299654.27,1.55,15.8,511,18.47,2.76,50.96,57.86
2020,Июнь,Подразделение_110,1762703.72,412272.74,1247362.8,456138.63,267559.52,2.11,13.42,271,23.39,3.86,90.38,58.66
2020,Июнь,Подразделение_111,1771588.46,344584.45,1340857.9,325672.52,133726.87,2.9,15.52,491,19.45,5.44,105.81,41.06
2020,Июнь,Подразделение_112,1944475.42,509795.21,1307231.41,278768.6,162012.92,2.68,11.9,271,26.22,6.98,182.87,58.12
2020,Июнь,Подразделение_113,1917829.72,506542.62,1284651.44,220968.24,91544.5,3.21,16.04,252,26.41,8.68,229.24,41.43
2020,Июнь,Подразделение_114,2395663.1,638740.83,1597237.07,221079.41,117592.02,3.15,15.72,291,26.66,10.84,288.92,53.19
2020,Июнь,Подразделение_115,1514666.88,450195.6,951922.38,447330.04,214578.46,2.2,18.18,401,29.72,3.39,100.64,47.97
2020,Июнь,Подразделение_116,2554240.62,436756.66,2008294.79,287733.93,152764.9,1.91,13.45,489,17.1,8.88,151.79,53.09
2020,Июнь,Подразделение_117,1549239.55,388177.36,1064017.84,360326.88,183973.15,2.76,10.46,452,25.06,4.3,107.73,51.06
2020,Июнь,Подразделение_118,2166850.35,595384.54,1422619.67,485131.74,237627.86,1.78,17.37,275,27.48,4.47,122.73,48.98
2020,Июнь,Подразделение_119,1798600.65,543133.34,1119683.97,445596.15,219969.08,2.85,13.65,375,30.2,4.04,121.89,49.37
2020,Июнь,Подразделение_120,1653698.46,346259.81,1220873.7,389228.93,180374.54,2.92,16.02,418,20.94,4.25,88.96,46.34
2020,Июнь,Подразделение_121,2426897.41,680619.45,1576123.1,459230.02,249838.3,2.41,15.78,420,28.04,5.28,148.21,54.4
2020,Июнь,Подразделение_122,1390028.33,270405.95,1052020.89,239807.46,137145.75,2.36,18.82,411,19.45,5.8,112.76,57.19
2020,Июнь,Подразделение_123,1672184.4,422786.55,1143701.21,376890.59,175691.15,2.28,18.87,380,25.28,4.44,112.18,46.62
2020,Июнь,Подразделение_124,1543204.02,457892.22,970838.74,486038.3,241171.59,2.79,13.88,236,29.67,3.18,94.21,49.62
2020,Июнь,Подразделение_125,1471117.32,404179.64,965892.76,227609.57,106105.88,2.84,18.96,282,27.47,6.46,177.58,46.62
2020,Июль,Подразделение_1,1531807.54,381347.72,1055122.9,530555.12,295949.05,2.27,11.71,224,24.9,2.89,71.88,55.78
2020,Июль,Подразделение_2,3287254.068336234,669310.2927769672,958635.49,322386.16,161661.03,3.73,16.82,418,21.22,4.05,85.9,50.15
2020,Июль,Подразделение_3,1632731.9,354388.75,1189745.96,320425.38,155890.87,2.54,13.38,342,21.71,5.1,110.6,48.65
2020,Июль,Подразделение_4,5068734.67728327,1360242.8933584224,1308400.97,515948.01,291074.26,1.82,15.24,434,27.97,3.9,109.09,56.42
2020,Июль,Подразделение_5,1933149.09,376336.14,1462728.91,387516.9,175699.09,2.33,15.38,413,19.47,4.99,97.11,45.34
2020,Июль,Подразделение_6,2204827.32,453773.55,1637610.38,473653.79,267838.41,1.71,12.91,390,20.58,4.65,95.8,56.55
2020,Июль,Подразделение_7,1513222.3,360443.54,1062667.87,530517.22,225890.62,2.4,10.34,463,23.82,2.85,67.94,42.58
2020,Июль,Подразделение_8,1675717.06,383687.55,1196107.62,547383.61,287024.06,2.18,19.96,394,22.9,3.06,70.09,52.44
2020,Июль,Подразделение_9,2192971.4,580213.75,1467704.22,317811.37,150323.76,3.38,11.31,460,26.46,6.9,182.57,47.3
2020,Июль,Подразделение_10,1573417.0,406013.84,1065899.7,320798.92,190328.63,1.52,13.68,362,25.8,4.9,126.56,59.33
2020,Июль,Подразделение_11,1762262.65,387341.16,1278086.21,222529.13,114618.45,2.22,15.23,439,21.98,7.92,174.06,51.51
2020,Июль,Подразделение_12,1457322.0,449002.87,896068.41,337373.93,192758.09,2.62,16.44,260,30.81,4.32,133.09,57.13
2020,Июль,Подразделение_13,1612696.09,376136.55,1142525.4,526006.52,266757.67,2.86,17.59,425,23.32,3.07,71.51,50.71
2020,Июль,Подразделение_14,1874104.33,437696.84,1326983.29,338851.38,163054.25,3.75,16.04,271,23.35,5.53,129.17,48.12
2020,Июль,Подразделение_15,1953877.45,512930.42,1312714.42,519901.57,280795.97,1.66,18.66,447,26.25,3.76,98.66,54.01
2020,Июль,Подразделение_16,1951666.51,322672.07,1548326.43,393335.51,179569.85,2.64,16.47,342,16.53,4.96,82.03,45.65
2020,Июль,Подразделение_17,1603448.63,459260.86,1029372.56,238588.79,114936.42,3.55,18.49,424,28.64,6.72,192.49,48.17
2020,Июль,Подразделение_18,2163791.75,495712.5,1544151.12,376333.05,150996.9,2.3,10.42,300,22.91,5.75,131.72,40.12
2020,Июль,Подразделение_19,2279276.91,591280.36,1540176.46,468502.2,247389.65,1.82,18.59,246,25.94,4.87,126.21,52.8
2020,Июль,Подразделение_20,2348232.92,714351.24,1455293.87,408908.99,168041.2,3.2,19.61,515,30.42,5.74,174.7,41.1
2020,Июль,Подразделение_21,1285498.44,276024.14,940468.26,353216.66,168476.25,3.3,15.77,416,21.47,3.64,78.15,47.7
2020,Июль,Подразделение_22,1848943.09,517178.69,1202469.73,260735.2,133645.66,2.43,10.99,437,27.97,7.09,198.35,51.26
2020,Июль,Подразделение_23,1587966.07,440753.85,1037023.76,433654.0,233338.8,3.08,16.98,391,27.76,3.66,101.64,53.81
2020,Июль,Подразделение_24,3842510.807793884,682864.441815628,1172023.22,412283.7,189334.09,2.98,14.52,511,18.53,3.7,68.53,45.92
2020,Июль,Подразделение_25,1461025.42,359254.56,1011957.23,390241.1,233275.12,2.37,19.38,445,24.59,3.74,92.06,59.78
2020,Июль,Подразделение_26,2101442.27,390408.85,1613431.21,265827.84,138041.92,2.39,10.96,335,18.58,7.91,146.87,51.93
2020,Июль,Подразделение_27,1443242.05,378207.16,970483.1,278495.23,158795.74,2.3,10.4,317,26.21,5.18,135.8,57.02
2020,Июль,Подразделение_28,2182251.87,443332.25,1628086.55,300020.61,131087.06,2.8,17.87,515,20.32,7.27,147.77,43.69
2020,Июль,Подразделение_29,1372476.34,297184.68,1000995.49,442530.82,185979.98,2.71,15.23,479,21.65,3.1,67.16,42.03
2020,Июль,Подразделение_30,2197687.18,486615.68,1589417.58,446319.09,254722.36,2.69,11.97,392,22.14,4.92,109.03,57.07
2020,Июль,Подразделение_31,1509018.41,406155.17,1001324.44,356843.36,201901.43,1.65,16.98,388,26.92,4.23,113.82,56.58
2020,Июль,Подразделение_32,2409976.71,669262.62,1573398.44,295091.97,121072.25,3.66,17.08,232,27.77,8.17,226.8,41.03
2020,Июль,Подразделение_33,2268147.53,521847.7,1615837.91,439425.33,238196.52,3.01,11.32,264,23.01,5.16,118.76,54.21
2020,Июль,Подразделение_34,1662604.73,368260.32,1202279.32,384340.08,227378.24,1.74,15.62,298,22.15,4.33,95.82,59.16
2020,Июль,Подразделение_35,5000528.904860943,1361768.0215172959,1280539.25,458829.93,229144.25,3.2,18.71,464,28.39,4.33,122.8,49.94
2020,Июль,Подразделение_36,2093697.39,365401.19,1636945.9,372742.74,171664.03,3.03,19.37,403,17.45,5.62,98.03,46.05
2020,Июль,Подразделение_37,1881546.26,447388.86,1322310.18,484517.38,286917.21,1.98,14.0,394,23.78,3.88,92.34,59.22
